Datumtijd,volume,NH4
2020-01-01 00:00:00,23.741574191456777,41.93196048187838
2020-01-01 00:15:00,16.04015302970322,40.977724478777105
2020-01-01 00:30:00,12.979952653057378,41.974710668466834
2020-01-01 00:45:00,18.499570857955646,41.49184397303602
2020-01-01 01:00:00,28.797787047127027,42.37924447726386
2020-01-01 01:15:00,5.793249647553256,41.173435953306885
2020-01-01 01:30:00,27.89268382104927,44.2253071787366
2020-01-01 01:45:00,23.879469438468895,42.66335972827364
2020-01-01 02:00:00,33.401947520417444,41.7608569761792
2020-01-01 02:15:00,17.316786797989884,42.18031036744559
2020-01-01 02:30:00,26.755056913812982,41.987427585425074
2020-01-01 02:45:00,23.254284988215215,42.549087825386884
2020-01-01 03:00:00,32.609397460546504,42.65432949754405
2020-01-01 03:15:00,34.370474061961986,42.68722411579418
2020-01-01 03:30:00,10.17257983235855,43.95005578892034
2020-01-01 03:45:00,23.129114258351407,42.981356452277915
2020-01-01 04:00:00,13.9356736735166,44.39778108196294
2020-01-01 04:15:00,21.032416688494767,45.60426598446826
2020-01-01 04:30:00,21.77707586839837,45.5711415812647
2020-01-01 04:45:00,19.406481753884407,43.3613604487969
2020-01-01 05:00:00,23.270961518510433,42.91284321487592
2020-01-01 05:15:00,4.691065655512905,43.402983005921605
2020-01-01 05:30:00,5.444698775645268,45.49159498408967
2020-01-01 05:45:00,25.743154728672618,46.50318003564761
2020-01-01 06:00:00,33.987634949903864,47.301801195774026
2020-01-01 06:15:00,16.948647625841232,46.78587927411101
2020-01-01 06:30:00,23.222814518435843,46.08716094075388
2020-01-01 06:45:00,26.876881660787866,45.75107007992566
2020-01-01 07:00:00,22.585121512145072,48.57245036908164
2020-01-01 07:15:00,30.372792093489622,47.88337378277233
2020-01-01 07:30:00,25.236168051006047,46.480332172932414
2020-01-01 07:45:00,29.78855799886584,48.877098189111884
2020-01-01 08:00:00,17.824575489270607,50.75519828599777
2020-01-01 08:15:00,27.046834398665276,49.95643290576267
2020-01-01 08:30:00,23.802808236138198,49.59633012843438
2020-01-01 08:45:00,18.886593908842976,50.75656636536158
2020-01-01 09:00:00,17.658492388682216,50.36347506042177
2020-01-01 09:15:00,18.985792748017996,50.41820048632145
2020-01-01 09:30:00,14.700439071962125,50.61859752016672
2020-01-01 09:45:00,25.586909822378367,52.01766903209802
2020-01-01 10:00:00,29.016524359387738,52.71835410325297
2020-01-01 10:15:00,23.54764307954136,52.57131910811483
2020-01-01 10:30:00,30.438991750258687,51.07567389546891
2020-01-01 10:45:00,12.315392010652108,52.287943405862826
2020-01-01 11:00:00,36.226530615191386,49.955245139644035
2020-01-01 11:15:00,12.86212302222222,50.813994579691716
2020-01-01 11:30:00,20.145824995704665,53.39837728759492
2020-01-01 11:45:00,36.426528953302544,54.018672902771414
2020-01-01 12:00:00,16.105351926630103,51.943460032850794
2020-01-01 12:15:00,13.089093723906556,54.28515706369818
2020-01-01 12:30:00,29.660592509375814,53.81507351803358
2020-01-01 12:45:00,31.136934452435433,55.65490239694017
2020-01-01 13:00:00,23.940986377893445,50.64919450954265
2020-01-01 13:15:00,25.662228947898782,53.021038021019606
2020-01-01 13:30:00,12.532288860824295,52.07284569428975
2020-01-01 13:45:00,25.54155329579648,52.17394818297376
2020-01-01 14:00:00,18.786066443163453,51.33798698165455
2020-01-01 14:15:00,24.574854859837576,51.74422097571318
2020-01-01 14:30:00,11.215517658525657,53.41202860560011
2020-01-01 14:45:00,33.24476395777034,50.30764160059892
2020-01-01 15:00:00,20.401877562035654,50.87430355241607
2020-01-01 15:15:00,19.238317598267045,51.434721534550214
2020-01-01 15:30:00,27.928354572097994,51.182039945626045
2020-01-01 15:45:00,18.912906697572353,50.24472116767853
2020-01-01 16:00:00,23.559847434858398,51.75065963128614
2020-01-01 16:15:00,30.028594328328584,50.18105524239344
